/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:52:58_119_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:52:59_120_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:00_121_99.00 \n.jpg,99.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:00_122_99.00 \n.jpg,99.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:01_123_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:01_124_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:02_125_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:03_126_97.00 \n.jpg,97.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:03_127_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:04_128_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:04_129_91.00 \n.jpg,91.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:05_130_69.00 \n.jpg,69.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:06_131_63.00 \n.jpg,63.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:06_132_43.00 \n.jpg,43.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:07_133_49.00 \n.jpg,49.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:07_134_64.00 \n.jpg,64.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:08_135_64.00 \n.jpg,64.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:09_136_64.00 \n.jpg,64.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:09_137_64.00 \n.jpg,64.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:10_138_64.00 \n.jpg,64.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:10_139_64.00 \n.jpg,64.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:11_140_71.00 \n.jpg,71.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:12_141_74.00 \n.jpg,74.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:12_142_75.00 \n.jpg,75.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:13_143_58.00 \n.jpg,58.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:13_144_53.00 \n.jpg,53.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:14_145_50.00 \n.jpg,50.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:15_146_46.00 \n.jpg,46.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:15_147_39.00 \n.jpg,39.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:16_148_41.00 \n.jpg,41.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:16_149_41.00 \n.jpg,41.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:17_150_43.00 \n.jpg,43.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:18_151_64.00 \n.jpg,64.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:18_152_94.00 \n.jpg,94.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:19_153_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:19_154_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:20_155_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:21_156_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:21_157_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:22_158_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:22_159_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:23_160_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:24_161_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:24_162_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:25_163_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:25_164_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:26_165_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:27_166_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:27_167_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:28_168_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:28_169_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:29_170_95.00 \n.jpg,95.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:30_171_93.00 \n.jpg,93.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:30_172_96.00 \n.jpg,96.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:31_173_94.00 \n.jpg,94.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:31_174_91.00 \n.jpg,91.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:32_175_91.00 \n.jpg,91.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:33_176_89.00 \n.jpg,89.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:33_177_87.00 \n.jpg,87.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:34_178_86.00 \n.jpg,86.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:34_179_86.00 \n.jpg,86.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:35_180_86.00 \n.jpg,86.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:36_181_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:36_182_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:37_183_95.00 \n.jpg,95.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:37_184_79.00 \n.jpg,79.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:38_185_63.00 \n.jpg,63.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:39_186_56.00 \n.jpg,56.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:39_187_57.00 \n.jpg,57.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:40_188_46.00 \n.jpg,46.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:40_189_75.00 \n.jpg,75.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:41_190_82.00 \n.jpg,82.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:42_191_98.00 \n.jpg,98.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:42_192_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:43_193_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:43_194_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:44_195_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:45_196_99.00 \n.jpg,99.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:45_197_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:46_198_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:46_199_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:47_200_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:48_201_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:48_202_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:49_203_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:49_204_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:50_205_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:51_206_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:51_207_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:52_208_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:52_209_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:53_210_100.00 \n.jpg,100.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:54_211_99.00 \n.jpg,99.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:54_212_80.00 \n.jpg,80.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:55_213_58.00 \n.jpg,58.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:55_214_46.00 \n.jpg,46.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:56_215_36.00 \n.jpg,36.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:57_216_41.00 \n.jpg,41.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:57_217_52.00 \n.jpg,52.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:58_218_60.00 \n.jpg,60.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:58_219_60.00 \n.jpg,60.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:53:59_220_60.00 \n.jpg,60.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:54:00_221_61.00 \n.jpg,61.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:54:00_222_63.00 \n.jpg,63.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:54:01_223_63.00 \n.jpg,63.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:54:01_224_63.00 \n.jpg,63.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:54:02_225_63.00 \n.jpg,63.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:54:03_226_63.00 \n.jpg,63.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:54:03_227_63.00 \n.jpg,63.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:54:04_228_63.00 \n.jpg,63.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:54:04_229_72.00 \n.jpg,72.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:54:05_230_74.00 \n.jpg,74.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:54:06_231_64.00 \n.jpg,64.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:54:06_232_64.00 \n.jpg,64.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:54:07_233_64.00 \n.jpg,64.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:54:07_234_64.00 \n.jpg,64.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:54:08_235_63.00 \n.jpg,63.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:54:09_236_64.00 \n.jpg,64.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:54:09_237_64.00 \n.jpg,64.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:54:10_238_64.00 \n.jpg,64.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:54:10_239_69.00 \n.jpg,69.00 \n
/home/pi/Desktop/bakal/zber_dat_NS/IMG/05-13-06:54:11_240_69.00 \n.jpg,69.00 \n
